年份,133行业名称,是否县域,用电量
2017,开采专业及辅助性活动,,0.8207148647936111
2017,抽水蓄能抽水耗用电量,,0.6582004032117018
2017,玻璃制造,,0.7302069265891364
2017,生物药品制品制造,,0.26251909788508687
2017,电石,,0.604379608938535
2017,稀有稀土金属冶炼,,0.48218625482242283
2017,第一产业,,0.7209875191562444
2017,第三产业,,0.9644980118012864
2017,第二产业,,0.3256248903355744
2017,线路损失电量,,0.004206401936317938
2017,航空、航天器及设备制造,,0.0839986648235409
2017,通信设备制造,,0.505014732524893
2017,铁合金冶炼,,0.2190396163317645
2017,铅锌冶炼,,0.8890513551332213
2017,陶瓷制品制造,,0.24310797936382367
2017,黄磷,,0.8390753884483418
2017,（一）采矿业,,0.06686108208434949
2017,（三）电力、热力、燃气及水生产和供应业,,0.2271094053333207
2017,（二）制造业,,0.36314169600335633
2018,1.农业,,0.1758801879064411
2018,1.农副食品加工业,,0.11202466852176018
2018,1.房屋建筑业,,0.9110652871300953
2018,1.煤炭开采和洗选业,,0.5783607406942811
2018,1.电信、广播电视和卫星传输服务,,0.5125080426373915
2018,1.电力、热力生产和供应业,,0.9354667803016313
2018,1.科学研究和技术服务业,,0.8632494092676005
2018,10.造纸和纸制品业,,0.9926557542419703
2018,11.印刷和记录媒介复制业,,0.7109209369444774
2018,12.文教、工美、体育和娱乐用品制造业,,0.3714162822649404
2018,13.石油、煤炭及其他燃料加工业,,0.4617175497533861
2018,14.化学原料和化学制品制造业,,0.952243731069914
2018,15.医药制造业,,0.08626395745915161
2018,16.化学纤维制造业,,0.40777553864318383
2018,17.橡胶和塑料制品业,,0.5974283070021176
2018,18.非金属矿物制品业,,0.8327684848876066
2018,19.黑色金属冶炼和压延加工业,,0.31800650249921925
2018,2.互联网和相关服务,,0.2841188452376746
2018,2.土木工程建筑业,,0.3442860995115973
2018,2.林业,,0.2625570166545864
2018,2.水利、环境和公共设施管理业,,0.303220781713771
2018,2.燃气生产和供应业,,0.7254462698858415
2018,2.石油和天然气开采业,,0.7405034700895987
2018,2.食品制造业,,0.6624555795460776
2018,20.有色金属冶炼和压延加工业,,0.309584984206664
2018,21.金属制品业,,0.10613495117458471
2018,22.通用设备制造业,,0.7922801043980037
2018,23.专用设备制造业,,0.4258142988651977
2018,24.汽车制造业,,0.7790643058919179
2018,25.铁路.船舶.航空航天和其他运输设备制造业,,0.37925198806877203
2018,26.电气机械和器材制造业,,0.9028548264612735
2018,27.计算机、通信和其他电子设备制造业,,0.07692673580627685
2018,28.仪器仪表制造业,,0.2803879947060761
2018,29.其他制造业,,0.919143502775494
2018,3.居民服务、修理和其他服务业,,0.6674316690168702
2018,3.建筑安装业,,0.6490178656707833
2018,3.水的生产和供应业,,0.18744735819929004
2018,3.畜牧业,,0.8942386828925186
2018,3.软件和信息技术服务业,,0.9403651546653811
2018,3.酒、饮料及精制茶制造业,,0.7377112274858632
2018,3.黑色金属矿采选业,,0.07078378248837103
2018,30.废弃资源综合利用业,,0.9357263691227273
2018,31.金属制品、机械和设备修理业,,0.7548762461347285
2018,4.建筑装饰、装修和其他建筑业,,0.488262312842891
2018,4.教育、文化、体育和娱乐业,,0.5408704061326649
2018,4.有色金属矿采选业,,0.6447717073921666
2018,4.渔业,,0.5377814679160657
2018,4.烟草制品业,,0.6447220766106886
2018,5.农、林、牧、渔专业及辅助性活动,,0.4389785747583683
2018,5.卫生和社会工作,,0.2695565718230063
2018,5.纺织业,,0.9341418933427251
2018,5.非金属矿采选业,,0.08227299041486547
2018,6.公共管理和社会组织、国际组织,,0.6466754919763008
2018,6.其他采矿业,,0.822060205338
2018,6.纺织服装、服饰业,,0.760621632277873
2018,7.皮革、毛皮、羽毛及其制品和制鞋业,,0.9061544843554423
2018,8.木材加工和木、竹、藤、棕、草制品业,,0.2077808812518971
2018,9.家具制造业,,0.6697284213779333
2018,A、全行业用电合计,,0.3335573318727383
2018,B、城乡居民生活用电合计,,0.3433024495477559
2018,一、农、林、牧、渔业,,0.2558364379160716
2018,七、住宿和餐饮业,,0.8134787594775452
2018,三、建筑业,,0.012241857004260281
2018,九、房地产业,,0.6432170234113914
2018,乡村居民,,0.48814142789055825
2018,二、工业,,0.20600125830358884
2018,五、信息传输.软件和信息技术服务业,,0.5969157973429027
2018,全社会用电总计,,0.8864748282082681
2018,八、金融业,,0.955102178415348
2018,六、批发和零售业,,0.9570856038283325
2018,其中:地质勘查,,0.390125718294142
2018,其中:煤化工,,0.9764950522820385
2018,其中：中成药生产,,0.46115325614279457
2018,其中：互联网数据服务,,0.19894356150442782
2018,其中：体育用品制造,,0.2846832603265266
2018,其中：充换电服务业,,0.1740236678183429
2018,其中：光伏设备及元器件制造,,0.36026564493049507
2018,其中：公共照明,,0.04790570891936097
2018,其中：医疗仪器设备及器械制造,,0.015829472905489084
2018,其中：排灌,,0.3468582721334824
2018,其中：教育,,0.058852974159125715
2018,其中：新能源车整车制造,,0.28168369517837943
2018,其中：橡胶制品业,,0.7770292262072386
2018,其中：氯碱,,0.3000669284877804
2018,其中：水利管理业,,0.49601459718285734
2018,其中：水泥制造,,0.23416572162299043
2018,其中：电厂生产全部耗用电量,,0.915389083143891
2018,其中：碳化硅,,0.5998151560485615
2018,其中：科技推广和应用服务业,,0.8671705183023881
2018,其中：租赁业,,0.7191808267484973
2018,其中：结构性金属制品制造,,0.35286422064686984
2018,其中：肥料制造,,0.228319227856849
2018,其中：计算机制造,,0.5440302541631462
2018,其中：钢铁,,0.16585457279493232
2018,其中：铁路运输设备制造,,0.4204251139210847
2018,其中：铝冶炼,,0.2503559872513412
2018,其中：风能原动设备制造,,0.10542482868770842
2018,十、租赁和商务服务业,,0.05789615853358265
2018,十一、公共服务及管理组织,,0.5147255442477154
2018,四、交通运输、仓储和邮政业,,0.8079485969891581
2018,城市轨道交通设备制造,,0.9782330382202231
2018,城镇居民,,0.5850114569966711
2018,塑料制品业,,0.8877406537757407
2018,开采专业及辅助性活动,,0.4500562797791162
2018,抽水蓄能抽水耗用电量,,0.6881711501501275
2018,玻璃制造,,0.6911551766168532
2018,生物药品制品制造,,0.5020568373613332
2018,电石,,0.29970695761935784
2018,稀有稀土金属冶炼,,0.506021715887948
2018,第一产业,,0.003629503875294593
2018,第三产业,,0.7197059421507873
2018,第二产业,,0.3946614785180149
2018,线路损失电量,,0.9471934246465752
2018,航空、航天器及设备制造,,0.1744929222671382
2018,通信设备制造,,0.504667115605305
2018,铁合金冶炼,,0.31120358286938543
2018,铅锌冶炼,,0.9770481790343739
2018,陶瓷制品制造,,0.13830877463282099
2018,黄磷,,0.7069929382387417
2018,（一）采矿业,,0.2673690080789495
2018,（三）电力、热力、燃气及水生产和供应业,,0.22614286700053643
2018,（二）制造业,,0.5183343293377068
2019,1.农业,,0.5293451827535782
2019,1.农副食品加工业,,0.19639772440240488
2019,1.房屋建筑业,,0.012658575995199373
2019,1.煤炭开采和洗选业,,0.6602364506263044
2019,1.电信、广播电视和卫星传输服务,,0.874033570610463
2019,1.电力、热力生产和供应业,,0.3702022955244355
2019,1.科学研究和技术服务业,,0.6249984223569752
2019,10.造纸和纸制品业,,0.27478181622135756
2019,11.印刷和记录媒介复制业,,0.40425497720553505
2019,12.文教、工美、体育和娱乐用品制造业,,0.9411346262909749
2019,13.石油、煤炭及其他燃料加工业,,0.545519482839399
2019,14.化学原料和化学制品制造业,,0.49210914701716035
2019,15.医药制造业,,0.6628894020812901
2019,16.化学纤维制造业,,0.635907295746438
2019,17.橡胶和塑料制品业,,0.6459202775345954
2019,18.非金属矿物制品业,,0.40605597272799165
2019,19.黑色金属冶炼和压延加工业,,0.07284808383471686
2019,2.互联网和相关服务,,0.8989371496776227
2019,2.土木工程建筑业,,0.7738857327992819
2019,2.林业,,0.6023567258772502
2019,2.水利、环境和公共设施管理业,,0.26305727765243847
2019,2.燃气生产和供应业,,0.22916336027198514
2019,2.石油和天然气开采业,,0.7310604903484548
2019,2.食品制造业,,0.8016148354976282
2019,20.有色金属冶炼和压延加工业,,0.24169993252268618
2019,21.金属制品业,,0.3526549935598099
2019,22.通用设备制造业,,0.4814355202618823
2019,23.专用设备制造业,,0.3905414970662956
2019,24.汽车制造业,,0.4650638312171729
2019,25.铁路.船舶.航空航天和其他运输设备制造业,,0.48295036361306476
2019,26.电气机械和器材制造业,,0.5267640140120878
2019,27.计算机、通信和其他电子设备制造业,,0.6475357570382901
2019,28.仪器仪表制造业,,0.9487749646935069
2019,29.其他制造业,,0.1477769843762402
2019,3.居民服务、修理和其他服务业,,0.4243643273136105
2019,3.建筑安装业,,0.16500858716525668
2019,3.水的生产和供应业,,0.25224244474801416
2019,3.畜牧业,,0.5985156557694967
2019,3.软件和信息技术服务业,,0.20617874701590788
2019,3.酒、饮料及精制茶制造业,,0.330780765807536
2019,3.黑色金属矿采选业,,0.7297602062041237
2019,30.废弃资源综合利用业,,0.1615863384354691
2019,31.金属制品、机械和设备修理业,,0.74280333702429
2019,4.建筑装饰、装修和其他建筑业,,0.8398179926748868
2019,4.教育、文化、体育和娱乐业,,0.7868520540984143
2019,4.有色金属矿采选业,,0.7302090129755775
2019,4.渔业,,0.7893935024060647
2019,4.烟草制品业,,0.25743834433394086
2019,5.农、林、牧、渔专业及辅助性活动,,0.4231943986042781
2019,5.卫生和社会工作,,0.7154096685508723
2019,5.纺织业,,0.777796493658164
2019,5.非金属矿采选业,,0.4581642607127122
2019,6.公共管理和社会组织、国际组织,,0.10504847748638457
2019,6.其他采矿业,,0.9793004241779224
2019,6.纺织服装、服饰业,,0.758532994092252
2019,7.皮革、毛皮、羽毛及其制品和制鞋业,,0.08502824455569946
2019,8.木材加工和木、竹、藤、棕、草制品业,,0.6929025183974576
2019,9.家具制造业,,0.03445629463015354
2019,A、全行业用电合计,,0.569594886511756
2019,B、城乡居民生活用电合计,,0.8054780651405569
2019,一、农、林、牧、渔业,,0.5648032343594388
2019,七、住宿和餐饮业,,0.6225413103157438
2019,三、建筑业,,0.9214314952266945
2019,九、房地产业,,0.13174834747849984
2019,乡村居民,,0.6138845576204317
2019,二、工业,,0.778869606531154
2019,五、信息传输.软件和信息技术服务业,,0.5185212362947393
2019,全社会用电总计,,0.5213162093306546
2019,八、金融业,,0.07784742052240234
2019,六、批发和零售业,,0.39977439820589344
2019,其中:地质勘查,,0.9693770373891409
2019,其中:煤化工,,0.3714639016513307
2019,其中：中成药生产,,0.19306448749879646
2019,其中：互联网数据服务,,0.20372224736966837
2019,其中：体育用品制造,,0.2590247206778227
2019,其中：充换电服务业,,0.7956415691653005
2019,其中：光伏设备及元器件制造,,0.6980296594384163
2019,其中：公共照明,,0.1586788090321214
2019,其中：医疗仪器设备及器械制造,,0.3590602740788992
2019,其中：排灌,,0.37001757733628315
2019,其中：教育,,0.9515781542115435
2019,其中：新能源车整车制造,,0.7148103428056871
2019,其中：橡胶制品业,,0.3660335604568016
2019,其中：氯碱,,0.30123674021682834
2019,其中：水利管理业,,0.19614502390442645
2019,其中：水泥制造,,0.5168816509211449
2019,其中：电厂生产全部耗用电量,,0.32845736999809805
2019,其中：碳化硅,,0.21847560617419226
2019,其中：科技推广和应用服务业,,0.838140736717898
2019,其中：租赁业,,0.2448813254763733
2019,其中：结构性金属制品制造,,0.3747379826492018
2019,其中：肥料制造,,0.7090371904868409
2019,其中：计算机制造,,0.3316593877187637
2019,其中：钢铁,,0.10581669801612359
2019,其中：铁路运输设备制造,,0.814432590872087
2019,其中：铝冶炼,,0.09896841978404558
2019,其中：风能原动设备制造,,0.1540877115145195
2019,十、租赁和商务服务业,,0.6190024221813002
2019,十一、公共服务及管理组织,,0.44624118794125567
2019,四、交通运输、仓储和邮政业,,0.6435716589726631
2019,城市轨道交通设备制造,,0.08598650713275324
2019,城镇居民,,0.3699434932330098
2019,塑料制品业,,0.5189619494008031
2019,开采专业及辅助性活动,,0.3973701107509996
2019,抽水蓄能抽水耗用电量,,0.2482041123580887
2019,玻璃制造,,0.5962855350304275
2019,生物药品制品制造,,0.6779161807108842
2019,电石,,0.688233682733509
2019,稀有稀土金属冶炼,,0.029249585584424587
2019,第一产业,,0.5345873009249037
2019,第三产业,,0.1557548607253385
2019,第二产业,,0.8780955678140002
2019,线路损失电量,,0.5122221251615418
2019,航空、航天器及设备制造,,0.04616723291771241
2019,通信设备制造,,0.00032556457646548687
2019,铁合金冶炼,,0.05089018645903731
2019,铅锌冶炼,,0.7593878834255798
2019,陶瓷制品制造,,0.8749480579393878
2019,黄磷,,0.17820500972455167
2019,（一）采矿业,,0.4863976093132302
2019,（三）电力、热力、燃气及水生产和供应业,,0.7954388397839766
2019,（二）制造业,,0.551284376427129
2019,,,0.35674380240856773
2020,1.农业,,0.6069441078786448
2020,1.农副食品加工业,,0.7964693090803426
2020,1.房屋建筑业,,0.4360647543280831
2020,1.煤炭开采和洗选业,,0.5589833013840634
2020,1.电信、广播电视和卫星传输服务,,0.5528880844284493
2020,1.电力、热力生产和供应业,,0.057527011939376815
2020,1.科学研究和技术服务业,,0.0839374544907926
2020,1.铁路运输业,,0.10484326432949409
2020,10.造纸和纸制品业,,0.982891925030462
2020,11.印刷和记录媒介复制业,,0.9778614664716092
2020,12.文教、工美、体育和娱乐用品制造业,,0.13296876106532096
2020,13.石油、煤炭及其他燃料加工业,,0.9952786339902684
2020,14.化学原料和化学制品制造业,,0.5996643407407103
2020,15.医药制造业,,0.21563262902890457
2020,16.化学纤维制造业,,0.5341552640549506
2020,17.橡胶和塑料制品业,,0.5355944963775984
2020,18.非金属矿物制品业,,0.29757424140724764
2020,19.黑色金属冶炼和压延加工业,,0.9351704929397581
2020,2.互联网和相关服务,,0.13924622204026282
2020,2.土木工程建筑业,,0.2271437546885554
2020,2.林业,,0.8372731964608424
2020,2.水利、环境和公共设施管理业,,0.37760361030962897
2020,2.燃气生产和供应业,,0.3132244741850493
2020,2.石油和天然气开采业,,0.5794856195808753
2020,2.道路运输业,,0.7228510606777176
2020,2.食品制造业,,0.25855193618996775
2020,20.有色金属冶炼和压延加工业,,0.3629763466228554
2020,21.金属制品业,,0.5966470160763485
2020,22.通用设备制造业,,0.8990070845840001
2020,23.专用设备制造业,,0.027644884202563724
2020,24.汽车制造业,,0.9904545882092505
2020,25.铁路.船舶.航空航天和其他运输设备制造业,,0.3543252697403232
2020,26.电气机械和器材制造业,,0.9743644835980216
2020,27.计算机、通信和其他电子设备制造业,,0.5706863432797683
2020,28.仪器仪表制造业,,0.16148972464865252
2020,29.其他制造业,,0.5964597329715151
2020,3.居民服务、修理和其他服务业,,0.799771006226034
2020,3.建筑安装业,,0.7089531960044512
2020,3.水上运输业,,0.23725257154378998
2020,3.水的生产和供应业,,0.5791478055102682
2020,3.畜牧业,,0.29049331466136763
2020,3.软件和信息技术服务业,,0.11607950136243406
2020,3.酒、饮料及精制茶制造业,,0.3081129790239937
2020,3.黑色金属矿采选业,,0.8292174334386601
2020,30.废弃资源综合利用业,,0.3652587580736453
2020,31.金属制品、机械和设备修理业,,0.5312880377632667
2020,4.建筑装饰、装修和其他建筑业,,0.7065377841192636
2020,4.教育、文化、体育和娱乐业,,0.5337715390225224
2020,4.有色金属矿采选业,,0.2562589551920287
2020,4.渔业,,0.430195606141763
2020,4.烟草制品业,,0.6819347848902856
2020,4.航空运输业,,0.4833425270284124
2020,5.农、林、牧、渔专业及辅助性活动,,0.8039913868240806
2020,5.卫生和社会工作,,0.7046570988314051
2020,5.管道运输业,,0.3979644181940756
2020,5.纺织业,,0.9467548892788902
2020,5.非金属矿采选业,,0.1465557612655911
2020,6.公共管理和社会组织、国际组织,,0.3146213707148875
2020,6.其他采矿业,,0.3893999801288426
2020,6.多式联运和运输代理业,,0.9579373280157355
2020,6.纺织服装、服饰业,,0.0017223181816484745
2020,7.皮革、毛皮、羽毛及其制品和制鞋业,,0.037617940394591654
2020,7.装卸搬运和仓储业,,0.11081092889381539
2020,8.木材加工和木、竹、藤、棕、草制品业,,0.1078701784177879
2020,8.邮政业,,0.6429128454748194
2020,9.家具制造业,,0.25003453036357803
2020,A、全行业用电合计,,0.44890723883146855
2020,B、城乡居民生活用电合计,,0.12631943667299228
2020,一、农、林、牧、渔业,,0.8552123906708778
2020,七、住宿和餐饮业,,0.13114908319915286
2020,三、建筑业,,0.15464151041128238
2020,九、房地产业,,0.4627832699358341
2020,乡村居民,,0.7783647919964947
2020,二、工业,,0.29958560129378053
2020,五、信息传输.软件和信息技术服务业,,0.41779335784366933
2020,全社会用电总计,,0.14636432197474225
2020,全行业用电分类,,0.5471190027283547
2020,八、金融业,,0.6716653136192238
2020,六、批发和零售业,,0.8688361482031528
2020,其中:地质勘查,,0.4126253161487803
2020,其中:煤化工,,0.9279345960449094
2020,其中：中成药生产,,0.09209954724497482
2020,其中：互联网数据服务,,0.5712034594690407
2020,其中：体育用品制造,,0.2045215640541025
2020,其中：充换电服务业,,0.8137592562240784
2020,其中：光伏设备及元器件制造,,0.07920715203751705
2020,其中：公共照明,,0.06139521586521601
2020,其中：医疗仪器设备及器械制造,,0.17711250998985284
2020,其中：城市公共交通运输,,0.7512474389565806
2020,其中：排灌,,0.38847872774890113
2020,其中：教育,,0.9321942662479418
2020,其中：新能源车整车制造,,0.5401375975623217
2020,其中：橡胶制品业,,0.6509632427880564
2020,其中：氯碱,,0.5259879157584583
2020,其中：水利管理业,,0.8581684487129854
2020,其中：水泥制造,,0.4512583409213726
2020,其中：港口岸电,,0.822953343614798
2020,其中：电厂生产全部耗用电量,,0.2580746688921113
2020,其中：电气化铁路,,0.6273949372673514
2020,其中：碳化硅,,0.14673040826136574
2020,其中：科技推广和应用服务业,,0.7526077701252523
2020,其中：租赁业,,0.38443937392329897
2020,其中：结构性金属制品制造,,0.7827768038741846
2020,其中：肥料制造,,0.29102112432827454
2020,其中：计算机制造,,0.7363360855707979
2020,其中：钢铁,,0.26445145382328905
2020,其中：铁路运输设备制造,,0.012312353591662939
2020,其中：铝冶炼,,0.23961442035130376
2020,其中：风能原动设备制造,,0.9486595415222249
2020,十、租赁和商务服务业,,0.07396906565697958
2020,十一、公共服务及管理组织,,0.5693763984530036
2020,四、交通运输、仓储和邮政业,,0.5301846595322424
2020,城市轨道交通设备制造,,0.3151570644395093
2020,城镇居民,,0.6897236436046933
2020,塑料制品业,,0.9875043335524373
2020,开采专业及辅助性活动,,0.6584705315024727
2020,抽水蓄能抽水耗用电量,,0.12341122047850628
2020,玻璃制造,,0.16133304284757766
2020,生物药品制品制造,,0.5879662617377198
2020,电石,,0.34026148156786007
2020,稀有稀土金属冶炼,,0.47446955771606614
2020,第一产业,,0.9282328834770872
2020,第三产业,,0.9513244094763146
2020,第二产业,,0.006644495349001356
2020,线路损失电量,,0.9065292663919607
2020,航空、航天器及设备制造,,0.034848123911401685
2020,通信设备制造,,0.5614272482443977
2020,铁合金冶炼,,0.6279102018714117
2020,铅锌冶炼,,0.6196172679962413
2020,陶瓷制品制造,,0.3558479751056063
2020,黄磷,,0.47688625714129684
2020,（一）采矿业,,0.7175728923831992
2020,（三）电力、热力、燃气及水生产和供应业,,0.774518360502067
2020,（二）制造业,,0.6708412962223315
